"Chinook Salmon, Kenai River, Oct. 1998"
"total fish length mm =" 775
"fish mass g =" 00
"number of swimbladder chambers=" 1
"x,   z-upper,   z-lower,   width"
"fish body"
         775
      682.000      5.33819     -60.2778      42.7794
      683.000      4.93547     -60.0764      42.7794
      684.000      4.73411     -59.6737      42.7794
      685.000      4.73411     -59.4723      42.7794
      686.000      4.50397     -59.4723      42.7794
      687.000      4.04371     -59.4723      42.7794
      688.000      3.81357     -59.6737      42.7794
      689.000      3.61221     -60.0764      42.7794
      690.000      3.20949     -60.2778      42.7794
      691.000      3.00812     -60.2778      42.1503
      692.000      3.00812     -60.2778      40.8921
      693.000      3.00812     -60.4791      40.2629
      694.000      3.00812     -60.8818      40.2629
      695.000      3.20949     -61.2846      40.2629
      696.000      3.84234     -61.6873      39.7125
      697.000      4.50397     -62.0900      38.6115
      698.000      4.73411     -62.4928      37.5106
      699.000      4.93547     -62.8955      36.4096
      700.000      5.53956     -63.2982      35.8591
      701.000      6.34501     -63.9311      35.8591
      702.000      7.15048     -64.7941      35.8591
      703.000      7.75458     -65.4269      35.8591
      704.000      8.15730     -66.0310      34.7582
      705.000      8.56003     -66.8365      32.5563
      706.000      8.96275     -67.6419      31.4554
      707.000      9.36547     -68.2460      31.4554
      708.000      9.79697     -68.6488      31.4554
      709.000      10.4586     -69.2528      30.9049
      710.000      11.0915     -70.0871      29.8040
      711.000      11.6955     -70.9501      29.2535
      712.000      12.5010     -71.7843      29.2535
      713.000      13.1051     -72.5897      29.2535
      714.000      13.5078     -73.1938      29.2535
      715.000      13.9106     -73.5966      29.2535
      716.000      14.3133     -74.2006      29.2535
      717.000      14.7448     -75.0061      28.1526
      718.000      15.2051     -75.6102      25.9507
      719.000      15.6365     -76.0129      24.8498
      720.000      16.0393     -76.4157      24.8498
      721.000      16.4420     -76.8472      24.8498
      722.000      17.0461     -77.5088      24.2993
      723.000      17.6502     -78.1416      23.1984
      724.000      18.0529     -78.5444      22.6479
      725.000      18.6570     -79.1485      22.6479
      726.000      19.2611     -79.7525      22.6479
      727.000      19.6638     -80.1553      22.6479
      728.000      20.2967     -80.7594      22.6479
      729.000      20.9583     -81.3635      22.6479
      730.000      21.3898     -81.5648      22.6479
      731.000      21.5912     -81.5648      22.0188
      732.000      21.3898     -81.5648      20.7606
      733.000      20.9583     -81.3635      20.1315
      734.000      20.4980     -80.7594      20.1315
      735.000      20.2679     -79.9539      20.1315
      736.000      20.0666     -79.3498      20.1315
      737.000      19.6638     -78.9471      19.5810
      738.000      19.2611     -78.3430      18.4800
      739.000      18.8584     -77.5088      17.9296
      740.000      18.4556     -76.8472      17.9296
      741.000      17.8515     -76.2143      17.9296
      742.000      17.0461     -75.4088      17.9296
      743.000      16.2406     -74.8047      17.9296
      744.000      15.6365     -74.2006      17.9296
      745.000      15.2051     -73.5966      17.9296
      746.000      14.7448     -73.1938      17.9296
      747.000      14.3133     -72.5897      17.9296
      748.000      13.7092     -71.7555      17.9296
      749.000      13.1051     -70.8925      17.9296
      750.000      12.7024     -70.0583      18.4800
      751.000      12.0983     -69.0515      19.5809
      752.000      11.4942     -67.8433      19.5809
      753.000      11.0915     -66.8365      19.0305
      754.000      10.4874     -66.0022      19.0305
      755.000      9.65315     -65.1393      18.4800
      756.000      8.99152     -64.3050      17.9296
      757.000      8.56003     -63.4996      17.9296
      758.000      8.15730     -62.6941      17.9296
      759.000      7.55321     -61.8887      17.3791
      760.000      6.34501     -60.6517      16.2782
      761.000      4.93547     -58.9833      15.7277
      762.000      3.89989     -57.5450      15.7277
      763.000      2.83553     -56.3368      15.7277
      764.000      1.59858     -55.0998      15.7277
      765.000     0.591749     -53.6327      15.7277
      766.000    -0.415071     -51.7917      15.1772
      767.000     -1.42188     -49.7493      14.0763
      768.000     -2.05474     -47.6781      13.5258
      769.000     -2.91773     -45.6357      13.5258
      770.000     -4.75878     -42.9892      13.5258
      771.000     -7.20391     -39.4797      12.9754
      772.000     -9.27509     -36.5743      11.8744
      773.000     -10.9148     -34.3305      10.2230
      774.000     -14.4946     -29.9421      6.29108
      775.000     -22.0122     -22.0122      0.00000
"swimbladder chamber 1"
         290
      180.000     -34.0949     -34.0949      0.00000
      181.000     -33.5399     -34.6274      2.12996
      182.000     -33.2674     -34.8924      3.48539
      183.000     -33.0924     -35.0674      4.28757
      184.000     -33.0049     -35.1549      5.11742
      185.000     -33.0049     -35.1549      5.94728
      186.000     -33.0049     -35.1549      6.77713
      187.000     -33.0049     -35.1549      7.38570
      188.000     -33.0049     -35.1549      8.16023
      189.000     -33.0049     -35.1549      9.12839
      190.000     -33.0049     -35.1549      9.70929
      191.000     -33.0049     -35.1549      10.0966
      192.000     -33.0049     -35.1549      10.6775
      193.000     -33.0049     -35.1549      11.4520
      194.000     -33.0049     -35.2424      12.0329
      195.000     -33.0049     -35.4174      12.4201
      196.000     -33.0049     -35.5049      12.8074
      197.000     -33.0049     -35.5049      13.4160
      198.000     -33.0049     -35.5049      14.2458
      199.000     -33.0049     -35.5049      14.8544
      200.000     -33.0049     -35.5049      15.2417
      201.000     -33.0049     -35.5049      15.6289
      202.000     -33.0049     -35.5049      16.0162
      203.000     -33.0924     -35.5049      16.4034
      204.000     -33.2674     -35.5049      16.8184
      205.000     -33.3549     -35.5049      17.4546
      206.000     -33.3549     -35.5049      18.0631
      207.000     -33.3549     -35.5049      18.4504
      208.000     -33.3549     -35.5049      19.0313
      209.000     -33.3549     -35.5049      19.8058
      210.000     -33.3549     -35.5049      20.5804
      211.000     -33.3549     -35.5049      21.1613
      212.000     -33.3549     -35.5924      21.5485
      213.000     -33.3549     -35.7674      22.3231
      214.000     -33.3549     -35.8549      23.2912
      215.000     -33.3549     -35.8549      23.6785
      216.000     -33.3549     -35.9424      24.0658
      217.000     -33.3549     -36.1174      24.8403
      218.000     -33.3549     -36.2049      25.4212
      219.000     -33.3549     -36.2049      25.8085
      220.000     -33.3549     -36.2049      26.4170
      221.000     -33.3549     -36.2049      27.4405
      222.000     -33.4424     -36.3049      28.2427
      223.000     -33.6174     -36.5049      28.8512
      224.000     -33.7049     -36.6049      29.6811
      225.000     -33.7049     -36.6049      30.0960
      226.000     -33.7049     -36.6924      30.2897
      227.000     -33.7049     -36.8674      30.6769
      228.000     -33.8049     -36.9549      31.0642
      229.000     -34.0049     -37.0424      31.6451
      230.000     -34.1049     -37.3049      32.4196
      231.000     -34.1049     -37.5674      33.1942
      232.000     -34.1049     -37.7424      33.9963
      233.000     -34.1049     -37.9174      34.8262
      234.000     -34.1049     -38.0924      35.4348
      235.000     -34.1049     -38.3549      35.8220
      236.000     -34.1049     -38.6174      36.4029
      237.000     -34.1049     -38.8049      37.3711
      238.000     -34.1049     -39.0049      38.3392
      239.000     -34.1049     -39.1924      38.7265
      240.000     -34.1049     -39.3674      38.7265
      241.000     -34.1049     -39.5424      39.1138
      242.000     -34.1049     -39.7174      40.1096
      243.000     -34.1049     -39.8924      41.1331
      244.000     -34.1924     -40.0674      41.7416
      245.000     -34.3674     -40.1549      41.9353
      246.000     -34.4549     -40.2424      41.9353
      247.000     -34.4549     -40.5049      42.3225
      248.000     -34.5424     -40.7674      43.0971
      249.000     -34.7174     -40.8549      43.6780
      250.000     -34.8049     -40.8549      44.2589
      251.000     -34.8049     -40.9424      44.8398
      252.000     -34.8049     -41.1174      45.0334
      253.000     -34.8049     -41.3049      45.0334
      254.000     -34.8924     -41.5049      45.2270
      255.000     -35.0674     -41.6924      45.6143
      256.000     -35.2424     -41.8674      45.8079
      257.000     -35.4174     -42.0424      45.8079
      258.000     -35.5049     -42.2174      45.8079
      259.000     -35.5049     -42.3924      46.0016
      260.000     -35.5049     -42.5674      46.5825
      261.000     -35.5049     -42.7424      47.1634
      262.000     -35.5049     -42.9174      47.3570
      263.000     -35.5049     -43.0049      47.3847
      264.000     -35.5049     -43.0924      47.4400
      265.000     -35.5049     -43.2674      47.4677
      266.000     -35.5924     -43.4424      47.4677
      267.000     -35.7674     -43.6174      47.6613
      268.000     -35.8549     -43.7049      48.2422
      269.000     -35.8549     -43.7049      48.8231
      270.000     -35.9424     -43.7924      49.2103
      271.000     -36.1174     -44.0674      49.5976
      272.000     -36.2049     -44.3549      49.7912
      273.000     -36.2049     -44.4549      49.7912
      274.000     -36.2049     -44.4549      49.7912
      275.000     -36.2049     -44.4549      49.7912
      276.000     -36.2049     -44.5424      49.7912
      277.000     -36.2924     -44.7174      49.7912
      278.000     -36.4674     -44.8049      49.9849
      279.000     -36.6549     -44.8049      50.3721
      280.000     -36.8549     -44.8924      50.5658
      281.000     -36.9549     -45.0674      50.5658
      282.000     -36.9549     -45.1549      50.5658
      283.000     -36.9549     -45.2424      50.5658
      284.000     -36.9549     -45.4174      50.5658
      285.000     -37.0424     -45.5049      50.7594
      286.000     -37.2174     -45.5049      51.1467
      287.000     -37.3049     -45.5924      51.3403
      288.000     -37.3049     -45.7674      51.3403
      289.000     -37.3924     -45.8549      51.3403
      290.000     -37.5674     -45.8549      51.5616
      291.000     -37.6549     -45.8549      52.0042
      292.000     -37.6549     -45.8549      52.2255
      293.000     -37.6549     -45.9424      52.2255
      294.000     -37.6549     -46.1174      52.2255
      295.000     -37.6549     -46.2049      52.2255
      296.000     -37.7424     -46.2924      52.2255
      297.000     -37.9174     -46.4674      52.2255
      298.000     -38.0049     -46.5549      52.2255
      299.000     -38.0049     -46.5549      52.2255
      300.000     -38.0049     -46.5549      52.4191
      301.000     -38.0924     -46.6549      52.8064
      302.000     -38.2674     -46.8549      53.0000
      303.000     -38.3549     -46.9549      53.0000
      304.000     -38.3549     -46.9549      53.0000
      305.000     -38.3549     -47.0424      53.0000
      306.000     -38.3549     -47.2174      52.8064
      307.000     -38.4424     -47.3049      52.1978
      308.000     -38.6174     -47.3049      51.5616
      309.000     -38.7049     -47.3049      51.3403
      310.000     -38.7924     -47.3049      51.3403
      311.000     -38.9674     -47.3049      51.1467
      312.000     -39.0549     -47.3049      50.5658
      313.000     -39.0549     -47.3049      49.9849
      314.000     -39.1549     -47.3049      49.5976
      315.000     -39.3549     -47.3049      49.0167
      316.000     -39.4549     -47.3049      48.2145
      317.000     -39.4549     -47.3049      47.3847
      318.000     -39.5424     -47.3049      46.5825
      319.000     -39.7174     -47.3049      45.8079
      320.000     -39.8049     -47.3049      45.2270
      321.000     -39.8924     -47.3049      45.0334
      322.000     -40.0674     -47.3049      44.8398
      323.000     -40.1549     -47.3049      44.4525
      324.000     -40.1549     -47.3049      44.0652
      325.000     -40.2424     -47.3049      43.4843
      326.000     -40.4174     -47.3049      42.9034
      327.000     -40.5049     -47.3049      42.7098
      328.000     -40.5049     -47.3049      42.2949
      329.000     -40.5049     -47.3049      41.4650
      330.000     -40.5049     -47.3049      41.0501
      331.000     -40.5924     -47.3049      40.8565
      332.000     -40.7674     -47.3049      40.4692
      333.000     -40.8549     -47.3049      39.8883
      334.000     -40.8549     -47.3049      39.1138
      335.000     -40.8549     -47.3049      38.7265
      336.000     -40.8549     -47.3049      38.7265
      337.000     -40.9424     -47.3049      38.5329
      338.000     -41.1174     -47.3049      38.1456
      339.000     -41.2049     -47.3049      37.5647
      340.000     -41.2049     -47.3049      36.7902
      341.000     -41.2049     -47.3049      36.4029
      342.000     -41.2049     -47.3049      36.4029
      343.000     -41.2924     -47.3924      36.2093
      344.000     -41.4674     -47.5674      35.8220
      345.000     -41.5549     -47.6549      35.4348
      346.000     -41.6424     -47.6549      35.0475
      347.000     -41.8174     -47.7424      34.8539
      348.000     -41.9049     -47.9174      34.8539
      349.000     -41.9049     -48.0049      34.8539
      350.000     -42.0049     -48.0049      34.6326
      351.000     -42.2049     -48.0049      34.1900
      352.000     -42.3049     -48.0049      33.9687
      353.000     -42.3924     -48.0049      33.7751
      354.000     -42.5674     -48.0924      33.3878
      355.000     -42.6549     -48.2674      33.1942
      356.000     -42.6549     -48.3549      33.1942
      357.000     -42.7424     -48.4424      33.1942
      358.000     -42.9174     -48.6174      32.9729
      359.000     -43.0049     -48.7049      32.3366
      360.000     -43.0049     -48.7049      31.7281
      361.000     -43.0924     -48.7049      31.5344
      362.000     -43.2674     -48.7924      31.5344
      363.000     -43.3549     -48.9674      31.5344
      364.000     -43.3549     -49.0549      31.3408
      365.000     -43.3549     -49.0549      30.7599
      366.000     -43.3549     -49.1424      30.1790
      367.000     -43.4424     -49.3174      29.9854
      368.000     -43.6174     -49.4049      29.9854
      369.000     -43.7049     -49.4049      29.9854
      370.000     -43.7049     -49.4049      29.7917
      371.000     -43.7924     -49.4049      29.4045
      372.000     -43.9674     -49.5049      29.2108
      373.000     -44.0549     -49.7049      29.2108
      374.000     -44.0549     -49.8049      29.2108
      375.000     -44.0549     -49.8049      29.0172
      376.000     -44.0549     -49.8924      28.4363
      377.000     -44.0549     -50.0674      27.8554
      378.000     -44.1424     -50.1549      27.6618
      379.000     -44.3174     -50.1549      27.6618
      380.000     -44.4049     -50.2424      27.6618
      381.000     -44.5049     -50.4174      27.4682
      382.000     -44.7049     -50.5049      27.0809
      383.000     -44.7924     -50.5924      26.6936
      384.000     -44.7674     -50.7674      26.3064
      385.000     -44.7549     -50.8549      26.1127
      386.000     -44.8549     -50.8549      26.1127
      387.000     -45.0549     -50.8549      25.9191
      388.000     -45.1549     -50.9424      25.5318
      389.000     -45.1549     -51.1174      25.3382
      390.000     -45.2424     -51.2049      25.1446
      391.000     -45.4174     -51.2924      24.7573
      392.000     -45.5049     -51.4674      24.5637
      393.000     -45.5049     -51.5549      24.3700
      394.000     -45.5049     -51.5549      23.9828
      395.000     -45.5049     -51.5549      23.5955
      396.000     -45.5924     -51.6424      23.2083
      397.000     -45.7674     -51.8174      23.0146
      398.000     -45.8549     -51.9049      23.0146
      399.000     -45.8549     -51.9049      22.7933
      400.000     -45.9424     -51.9049      22.3507
      401.000     -46.1174     -51.9924      21.9081
      402.000     -46.2049     -52.1674      21.2719
      403.000     -46.2049     -52.2549      20.6634
      404.000     -46.2049     -52.2549      20.4697
      405.000     -46.2924     -52.2549      20.2761
      406.000     -46.4674     -52.2549      19.8888
      407.000     -46.5549     -52.2549      19.6952
      408.000     -46.6424     -52.2549      19.5016
      409.000     -46.8174     -52.2549      19.1143
      410.000     -46.9049     -52.2549      18.7270
      411.000     -46.9049     -52.2549      18.3398
      412.000     -46.9049     -52.3549      18.1461
      413.000     -46.9049     -52.5549      17.7589
      414.000     -46.9924     -52.6549      16.9843
      415.000     -47.1674     -52.6549      16.5971
      416.000     -47.2549     -52.6549      16.4034
      417.000     -47.2549     -52.6549      16.0162
      418.000     -47.2549     -52.6549      15.8225
      419.000     -47.3549     -52.6549      15.8225
      420.000     -47.5549     -52.6549      15.6012
      421.000     -47.6549     -52.7424      14.9650
      422.000     -47.6549     -52.9174      14.3565
      423.000     -47.6549     -53.0049      13.9692
      424.000     -47.6549     -53.0049      13.5819
      425.000     -47.7424     -53.0049      13.3883
      426.000     -47.9174     -53.0049      13.3883
      427.000     -48.0049     -53.0049      13.1947
      428.000     -48.0049     -53.0049      12.8074
      429.000     -48.0049     -53.0049      12.6138
      430.000     -48.0924     -53.0049      12.4201
      431.000     -48.2674     -53.0049      12.0329
      432.000     -48.3549     -53.0049      11.8392
      433.000     -48.3549     -53.0049      11.8392
      434.000     -48.3549     -53.0049      11.6456
      435.000     -48.3549     -53.0049      11.2583
      436.000     -48.3549     -53.0049      11.0647
      437.000     -48.3549     -53.0049      10.8711
      438.000     -48.3549     -53.0049      10.4838
      439.000     -48.3549     -53.0049      10.2902
      440.000     -48.3549     -53.0049      10.2902
      441.000     -48.3549     -53.0049      10.2902
      442.000     -48.3549     -53.0049      10.0965
      443.000     -48.4424     -53.0049      9.70929
      444.000     -48.6174     -52.9174      9.51566
      445.000     -48.7049     -52.7299      9.32202
      446.000     -48.7049     -52.6174      8.93475
      447.000     -48.7049     -52.6049      8.74112
      448.000     -48.7049     -52.6049      8.74112
      449.000     -48.7924     -52.6049      8.74112
      450.000     -48.9674     -52.6049      8.93475
      451.000     -49.0549     -52.6049      9.10073
      452.000     -49.0549     -52.6049      8.85177
      453.000     -49.0549     -52.6049      8.43685
      454.000     -49.0549     -52.6049      8.04959
      455.000     -49.1424     -52.6049      7.85596
      456.000     -49.3174     -52.6049      7.85596
      457.000     -49.4049     -52.6049      7.85596
      458.000     -49.4924     -52.6049      7.66232
      459.000     -49.6674     -52.6049      7.27505
      460.000     -49.7549     -52.6049      7.08142
      461.000     -49.7549     -52.6049      7.08142
      462.000     -49.7549     -52.6049      6.88779
      463.000     -49.8424     -52.6049      6.50052
      464.000     -50.0174     -52.6049      6.30688
      465.000     -50.2049     -52.5174      6.30688
      466.000     -50.4049     -52.3424      6.30688
      467.000     -50.5049     -52.2549      5.91962
      468.000     -50.5924     -52.1674      5.14509
      469.000     -50.8987     -51.8612      3.56837
      470.000     -51.3799     -51.3799      0.00000
"D. Burwen x-ray"
