"Lavnun 4, Lake Kinneret, Apr. 98 rotated"
"total fish length mm =" 105
"fish mass g =" 8.44
"number of swimbladder chambers=" 2
"x,   z-upper,   z-lower,   width"
      71.0000      6.43358     -4.56642      7.51034
      72.0000      6.22305     -4.44360      7.35862
      73.0000      5.92920     -4.40413      7.28276
      74.0000      5.63534     -4.36466      7.20690
      75.0000      5.34148     -4.32518      6.97931
      76.0000      5.04762     -4.28571      6.75172
      77.0000      4.75376     -4.24624      6.67586
      78.0000      4.54324     -4.20676      6.60000
      79.0000      4.41604     -4.16729      6.37241
      80.0000      4.28884     -4.12782      6.06896
      81.0000      4.24499     -4.08834      5.84138
      82.0000      4.20113     -4.04887      5.76552
      83.0000      4.07394     -4.00939      5.61379
      84.0000      4.03008     -3.96992      5.23448
      85.0000      4.15288     -3.93045      4.85517
      86.0000      4.35902     -3.89097      4.55172
      87.0000      4.56516     -3.85150      4.24827
      88.0000      4.77130     -3.81203      4.02069
      89.0000      4.97745     -3.85589      3.79310
      90.0000      5.18358     -3.98309      3.41379
      91.0000      5.30640     -4.02695      3.03448
      92.0000      5.34587     -3.98747      2.73103
      93.0000      5.21867     -3.86467      2.50345
      94.0000      3.72541     -2.77459      1.82069
      95.0000 -2.38419e-07 -2.38419e-07      0.00000
"swimbladder chamber 1"
      11
      26.0000     0.811679     0.811679      0.00000
      27.0000      2.20226    -0.268331      4.20895
      28.0000      2.80974    -0.719667      5.59701
      29.0000      2.98157     -1.34196      5.41791
      30.0000      3.06516     -2.40543      5.28358
      31.0000      3.10463     -2.89537      5.32836
      32.0000      3.09999     -2.76765      5.41791
      33.0000      3.00711     -2.59583      5.50746
      34.0000      2.82600     -2.55635      5.50746
      35.0000      2.60077     -2.51688      5.37313
      36.0000      1.91002     -1.75175      3.94030
      37.0000     0.244116     0.244116      0.00000
"swimbladder chamber 2"
      13
      39.0000    -0.423256    -0.423256      0.00000
      40.0000      1.70781     -2.08360      3.98473
      41.0000      2.49937     -2.58038      5.54198
      42.0000      2.53885     -2.50410      5.77099
      43.0000      2.46789     -2.53824      5.95420
      44.0000      2.36012     -2.68282      6.00000
      45.0000      2.21555     -2.86420      5.86260
      46.0000      1.96054     -3.00878      5.67939
      47.0000      1.59511     -3.11655      5.45038
      48.0000      1.22968     -3.18750      5.03817
      49.0000     0.864240     -3.18484      4.48855
      50.0000     0.351564     -3.14537      3.93893
      51.0000    -0.527262     -2.80947      2.65649
      52.0000     -1.88798     -1.88798      0.00000
"P. Walline x-ray"
