"Lavnun 5, Lake Kinneret, Apr. 98 rotated"
"total fish length mm =" 135
"fish mass g =" 18.88
"number of swimbladder chambers=" 2
"x,   z-upper,   z-lower,   width"
      108.000      3.91161     -6.48839      3.18889
      109.000      3.94933     -6.69437      2.72222
      110.000      3.98705     -6.57545      2.25556
      111.000      3.00915     -4.70959      1.47778
      112.000      0.00000      0.00000      0.00000
"swimbladder chamber 1"
      17
      35.0000     -1.09719     -1.09719      0.00000
      36.0000     0.847412     -3.47258      5.49000
      37.0000      1.64076     -4.83924      7.83000
      38.0000      1.81348     -5.56652      8.41500
      39.0000      1.89621     -6.02379      8.73000
      40.0000      1.93393     -6.34607      8.86500
      41.0000      1.97165     -6.62335      8.95500
      42.0000      1.96438     -6.81063      9.00000
      43.0000      1.91210     -6.90790      9.00000
      44.0000      1.85982     -6.91518      8.91000
      45.0000      1.80755     -6.87746      8.73000
      46.0000      1.75527     -6.83973      8.59500
      47.0000      1.61299     -6.75701      8.41500
      48.0000      1.33571     -6.58429      8.10000
      49.0000      1.01344     -6.27656      7.65000
      50.0000     0.646161     -5.74384      6.97500
      51.0000    -0.266606     -4.49661      4.81500
      52.0000     -2.13534     -2.13534      0.00000
"swimbladder chamber 2"
      20
      53.0000     -2.39202     -2.39202      0.00000
      54.0000     0.282654     -4.14746      4.48592
      55.0000      1.37075     -4.90882      6.35915
      56.0000      1.53750     -5.08615      6.70423
      57.0000      1.53222     -5.17747      6.90141
      58.0000      1.48392     -5.22576      7.00000
      59.0000      1.39261     -5.31707      6.95070
      60.0000      1.25828     -5.45139      6.85211
      61.0000      1.12397     -5.58571      6.70423
      62.0000     0.946639     -5.72003      6.45775
      63.0000     0.726292     -5.81134      6.16197
      64.0000     0.505956     -5.85963      5.86620
      65.0000     0.285609     -5.90794      5.57042
      66.0000    0.0652721     -5.95624      5.32394
      67.0000    -0.241095     -6.00453      5.17606
      68.0000    -0.633471     -6.00982      5.07747
      69.0000    -0.982848     -5.97210      4.88028
      70.0000     -1.28922     -5.93437      4.53521
      71.0000     -1.68159     -5.85364      4.09155
      72.0000     -2.54710     -5.34280      2.80986
      73.0000     -4.11908     -4.11908      0.00000
"P. Walline x-ray"
