"Lavnun 2, Lake Kinneret, Apr. 98 rotated"
"total fish length mm =" 126
"fish mass g =" 18.84
"number of swimbladder chambers=" 2
"x,   z-upper,   z-lower,   width"
      37.0000      3.44430     -2.17804      8.90217
      38.0000      3.46632     -2.49113      8.90217
      39.0000      3.45110     -2.76698      8.95109
      40.0000      3.39865     -3.00561      9.00000
      41.0000      3.34620     -3.16976      9.00000
      42.0000      3.29375     -3.29668      8.95109
      43.0000      3.24130     -3.38636      8.85326
      44.0000      3.15162     -3.40157      8.75543
      45.0000      3.02469     -3.34232      8.51087
      46.0000      2.89778     -3.17137      7.92391
      47.0000      2.73363     -2.85148      7.09239
      48.0000      2.49501     -2.38265      6.21196
      49.0000      1.88058     -1.35877      4.20652
      50.0000     0.589019     0.589019      0.00000
"swimbladder chamber 2"
      20
      51.0000     0.608483     0.608483      0.00000
      52.0000      1.34025   -0.0792483      1.88235
      53.0000      1.72244    -0.459770      2.73529
      54.0000      1.81861    -0.639022      3.00000
      55.0000      1.81944    -0.786494      3.23529
      56.0000      1.77790    -0.933966      3.47059
      57.0000      1.69398     -1.08144      3.70588
      58.0000      1.56770     -1.22891      3.85294
      59.0000      1.42022     -1.37639      3.91176
      60.0000      1.29394     -1.54504      3.97059
      61.0000      1.16765     -1.73490      3.97059
      62.0000     0.998989     -1.90356      3.88235
      63.0000     0.830329     -2.07221      3.79412
      64.0000     0.682855     -2.28325      3.73529
      65.0000     0.493009     -2.49428      3.64706
      66.0000     0.239605     -2.66293      3.52941
      67.0000   -0.0349867     -2.78923      3.41177
      68.0000    -0.309579     -2.85196      3.23529
      69.0000    -0.605361     -2.85112      2.91176
      70.0000     -1.12359     -2.62783      1.97059
      71.0000     -2.00200     -2.00200      0.00000
"P. Walline x-ray"
